-1.4426818779611494e-05,-2.1615951482090168e-06,-1.4382826520886738e-06,-3.7350034745031735e-06,6.164531805552542e-05
-1.8099586668540724e-05,5.222610752753098e-07,-6.992506314418279e-06,-5.941232302575372e-06,5.5311076721409336e-05
-2.2098531189840287e-05,1.0683868822525255e-05,-7.465233011316741e-06,-4.190243998891674e-06,5.530579437618144e-05
-2.4906694306991994e-05,2.073204450425692e-05,-1.451572825317271e-05,-3.4476529435778502e-06,6.0293754359008744e-05
-2.73564310191432e-05,2.7530664738151245e-05,-2.349411806790158e-05,-7.562396604043897e-06,6.499756273115054e-05
-3.0800725653534755e-05,3.069954618695192e-05,-2.4149763703462668e-05,-9.686250450613443e-06,6.228469283087179e-05
-2.8908458261867054e-05,3.592820939957164e-05,-2.1250361896818504e-05,-9.586883606971242e-06,5.9090511058457196e-05
-1.8516795535106212e-05,4.315684418543242e-05,-1.7078820746974088e-05,-1.177884860226186e-05,5.907898594159633e-05
-5.602268174698111e-06,4.6161901991581544e-05,-5.7301704146084376e-06,-1.0986752386088483e-05,5.943384894635528e-05
5.275520379655063e-06,4.514741158345714e-05,8.27287931315368e-06,-7.653198736079503e-06,5.903715282329358e-05
9.23210427572485e-06,3.954675776185468e-05,1.5130766769289039e-05,-9.293475159211084e-06,5.67206006962806e-05
3.934164396923734e-06,3.1708179449196905e-05,1.1835531040560454e-05,-1.4244542398955673e-05,5.314181180438027e-05
-6.0189340729266405e-06,2.882781882362906e-05,6.345901965687517e-06,-1.5459074347745627e-05,5.196829079068266e-05
-1.5360621546278708e-05,3.5521850804798305e-05,7.19218314770842e-06,-1.2523911209427752e-05,5.3940853831591085e-05
-1.9077433535130695e-05,4.6175362513167784e-05,1.1028299923054874e-05,-9.519325431028847e-06,5.352650259737857e-05
-2.4503473468939774e-05,4.972933675162494e-05,1.3625994142785203e-05,-8.622493623988703e-06,4.9761518312152475e-05
-3.7925117794657126e-05,4.4961248931940645e-05,1.5318068108172156e-05,-7.678469046368264e-06,4.706320760305971e-05
-5.3331488743424416e-05,3.726531213033013e-05,1.7918408047989942e-05,-5.398902430897579e-06,4.694005110650323e-05
-5.59744075872004e-05,2.944971674878616e-05,2.0497473087743856e-05,-3.292663677711971e-06,4.742902819998562e-05
-4.017130777356215e-05,2.412154026387725e-05,2.2743744921172038e-05,-3.162118900945643e-06,4.9078702431870624e-05
-2.0837129341089167e-05,2.5110955903073773e-05,2.278312786074821e-05,-1.468617938371608e-06,5.2685012633446604e-05
-1.2241777767485473e-05,2.7149892048328184e-05,1.8601018382469192e-05,1.4490425428448361e-06,5.679006426362321e-05
-1.5328270819736645e-05,2.3733533453196287e-05,1.4267211554397363e-05,1.7010518149618292e-06,5.80579144298099e-05
-2.8149681384093128e-05,1.528703978692647e-05,1.295487891184166e-05,-2.223610636065132e-06,5.533602961804718e-05
-4.254411032889038e-05,1.0171652320423163e-05,1.34751735458849e-05,-9.223754204867873e-06,5.1078004617011175e-05
-4.3628602725220844e-05,1.2772949958161917e-05,1.2174296898592729e-05,-1.5262208762578666e-05,4.840018300455995e-05
-3.836235191556625e-05,1.585969039297197e-05,4.841572717850795e-06,-1.8088143406203017e-05,4.8297126340912655e-05
-3.588080289773643e-05,2.0017851056763902e-05,1.32047762235743e-06,-1.500640792073682e-05,5.3010233386885375e-05
-3.285597631474957e-05,2.8395601475494914e-05,1.9836188585031778e-06,-1.3948441846878268e-05,5.7567340263631195e-05
-2.6562858693068847e-05,3.491176539682783e-05,3.5807497056339344e-07,-1.6439624232589267e-05,5.7794251915765926e-05
-2.0219169527990744e-05,3.448646020842716e-05,-9.931999755963261e-08,-1.2998442798561882e-05,5.61139386263676e-05
-2.067036257358268e-05,2.670506182766985e-05,1.4999839095253265e-06,-9.338471500086598e-06,5.933074135100469e-05
-2.5535015083733015e-05,2.0550904082483612e-05,6.4117398324015085e-06,-1.151653668785002e-05,6.376844248734415e-05
-2.6801526473718695e-05,1.9889655959559605e-05,9.640783900977112e-06,-1.462440013710875e-05,6.439553544623777e-05
-2.207271973020397e-05,2.2790496586821973e-05,8.966730092652142e-06,-1.2241943295521196e-05,6.191778811626136e-05
-2.185909397667274e-05,2.8319525881670415e-05,5.87910290050786e-06,-5.128463271830697e-06,5.861064710188657e-05
-2.760654388112016e-05,3.5700766602531075e-05,4.1011876419361215e-06,1.061440002558811e-06,5.604052421404049e-05
-3.2757536246208474e-05,3.900831507053226e-05,2.42416831497394e-06,-4.4112610453339585e-07,5.624904588330537e-05
-3.278066651546396e-05,3.838832344627008e-05,-1.2727781495414092e-06,-5.844755833095405e-06,5.855134077137336e-05
