0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.963930890343349556e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.785568947986366506e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.660368455666750620e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.513748240813426849e-01,0.000000000000000000e+00,0.000000000000000000e+00
4.338837391175581204e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.128992774059060178e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.877852522924730261e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.579387259397125876e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.227948638273915538e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.818314824680298036e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.345732537213025326e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.805955318567378898e-01,0.000000000000000000e+00,0.000000000000000000e+00
9.195277725514505729e-01,0.000000000000000000e+00,0.000000000000000000e+00
9.510565162951535312e-01,0.000000000000000000e+00,0.000000000000000000e+00
9.749279121818236193e-01,0.000000000000000000e+00,0.000000000000000000e+00
9.909497617679347004e-01,0.000000000000000000e+00,0.000000000000000000e+00
9.989930665413145894e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
