-2.0941608454450034e-05,1.701099972706288e-05,7.4102372309425846e-06,-1.6431415133411065e-05,5.8481637097429484e-05
-2.3530808903160505e-05,9.336120456282515e-06,3.1558672617393313e-06,-1.2873273590230383e-05,5.5519765737699345e-05
-2.187385325669311e-05,7.088902293617139e-06,-2.0807606233574916e-06,-3.5986461170978146e-06,5.643937402055599e-05
-1.6387879441026598e-05,1.3322162885742728e-05,-8.497423550579697e-06,4.714772785519017e-06,5.892811168450862e-05
-1.453749428037554e-05,1.9837583749904297e-05,-8.585765499447007e-06,7.2637149060028605e-06,6.198237679200247e-05
-1.9171422536601312e-05,2.412879439361859e-05,-2.6008765416918322e-06,6.118976216384908e-06,6.482936441898346e-05
-2.7401518309488893e-05,2.756358117039781e-05,-8.896857934814761e-07,3.434695145188016e-06,6.6395390604157e-05
-3.430635842960328e-05,2.818915709212888e-05,-3.443956302362494e-06,-3.8415481640186044e-07,6.600566121051088e-05
-3.7610654544550925e-05,2.756168760242872e-05,-5.220800176175544e-06,-2.345160055483575e-06,6.453575770137832e-05
-3.456135164014995e-05,2.8739499612129293e-05,-3.578723863029154e-06,-2.8717488476104336e-06,6.358490645652637e-05
-2.9783410354866646e-05,2.9741991966147907e-05,4.334773962000327e-08,-4.842851467401488e-06,6.250084697967395e-05
-2.7157819204148836e-05,2.9012426239205524e-05,3.2721982279326767e-06,-8.489852007187437e-06,6.009506250848062e-05
-2.731851054704748e-05,2.7076184778707102e-05,4.661248112824978e-06,-1.1200322660442907e-05,5.4644358897348866e-05
-2.9991846531629562e-05,2.5838731744443066e-05,4.310264557716437e-06,-1.1203671419934835e-05,5.106467506266199e-05
-3.247345011914149e-05,2.5861743779387325e-05,3.215525339328451e-06,-8.275093932752497e-06,5.126987161929719e-05
-3.100124013144523e-05,2.4940274670370854e-05,3.2804537113406695e-06,-6.158183623483637e-06,5.299063923303038e-05
-2.856258834071923e-05,2.252383819723036e-05,4.026985607197275e-06,-8.265356882475317e-06,5.553873779717833e-05
-3.236043994547799e-05,2.0302437405916862e-05,4.248516233928967e-06,-1.2064967449987307e-05,5.697193046216853e-05
-4.008245741715655e-05,1.971187157323584e-05,3.4449055874574697e-06,-1.38319073812454e-05,5.7065077271545306e-05
-4.224844815325923e-05,1.991053795791231e-05,3.7880220133956755e-06,-1.3168810255592689e-05,5.4880543757462874e-05
-3.593854125938378e-05,2.1996906070853584e-05,5.682834398612613e-06,-9.89932959782891e-06,4.8864323616726324e-05
-2.7951609808951616e-05,2.5028386517078616e-05,7.16309659765102e-06,-7.483864919777261e-06,4.39076975453645e-05
-2.0948118617525324e-05,2.5068040486075915e-05,7.881058991188183e-06,-1.0069506060972344e-05,4.59171315014828e-05
-1.5397949027828872e-05,2.7925232643610798e-05,6.9013540269224904e-06,-1.6618796507827938e-05,5.109075937070884e-05
-1.5526629795203917e-05,3.344804281368852e-05,5.222946583671728e-06,-1.9763598174904473e-05,5.1276845624670386e-05
-1.590939973539207e-05,3.567430030670948e-05,5.521314960788004e-06,-1.785895619832445e-05,4.823334529646672e-05
-1.4417702914215624e-05,3.6432695196708664e-05,5.866429546586005e-06,-1.7106453015003353e-05,4.843448186875321e-05
-1.617203452042304e-05,3.668884528451599e-05,6.432600457628723e-06,-1.4839662981103174e-05,5.060273906565271e-05
-2.0555553419399075e-05,3.822340295300819e-05,3.3565270314284135e-06,-1.0217704584647436e-05,5.0491329602664337e-05
-2.9456567062879913e-05,4.093119059689343e-05,-5.250637514109258e-06,-9.499555744696409e-06,5.131278157932684e-05
-3.810063935816288e-05,4.06794497394003e-05,-1.4105220543569885e-05,-1.5036625882203225e-05,5.396749475039542e-05
-4.379494930617511e-05,3.53729265043512e-05,-1.8446087779011577e-05,-1.9356109987711534e-05,5.346247417037375e-05
-4.8291185521520674e-05,3.2929721783148125e-05,-1.440545565856155e-05,-1.6420322936028242e-05,4.866827657679096e-05
-4.582795736496337e-05,3.525903957779519e-05,-1.1161268048454076e-05,-1.0834976819751319e-05,4.535168409347534e-05
-3.916269997716881e-05,4.0640861698193476e-05,-8.673407137393951e-06,-8.46841521706665e-06,4.830227408092469e-05
-3.195840326952748e-05,4.3396448745625094e-05,-5.567771950154565e-06,-8.700506441527978e-06,5.483018685481511e-05
-2.7311716621625237e-05,4.219392576487735e-05,-6.259414476517122e-06,-8.27337134978734e-06,5.812637027702294e-05
-2.6052464818349108e-05,3.734236452146433e-05,-1.0364592526457272e-05,-9.537614459986798e-06,5.50360455235932e-05
-2.511339698685333e-05,3.062757969019003e-05,-1.0072208169731312e-05,-1.1631048437266145e-05,5.473696728586219e-05
-2.342201150895562e-05,2.5420555175514892e-05,-3.944872787542408e-06,-1.0495180504221935e-05,5.8714827900985256e-05
-2.047710404440295e-05,2.177122951252386e-05,6.720251235492469e-07,-7.199224000942195e-06,5.982461152598262e-05
-1.7694186681183055e-05,2.2098949557403103e-05,3.1264139579434413e-06,-6.410549758584239e-06,5.714101280318573e-05
-1.6426147340098396e-05,2.519304325687699e-05,9.508373295830097e-06,-9.904364560497925e-06,5.550022251554765e-05
-1.682200854702387e-05,3.176945392624475e-05,1.9028120732400566e-05,-1.5470888683921658e-05,5.7604553148848936e-05
-1.825070648919791e-05,3.9854872738942504e-05,2.2684833311359398e-05,-1.7802427464630455e-05,6.033389217918739e-05
-1.9685805455083027e-05,4.663000436266884e-05,2.2509419068228453e-05,-1.3877313904231414e-05,6.329622556222603e-05
-1.706428884062916e-05,4.6702378313057125e-05,2.3957754820003174e-05,-6.803134510846576e-06,6.578055035788566e-05
-1.0888166798395105e-05,4.189143510302529e-05,2.468475213390775e-05,-5.654056622006465e-06,6.60497898934409e-05
-7.438261491188314e-06,3.6758592614205554e-05,2.234804560430348e-05,-1.1763263501052279e-05,6.519963062601164e-05
-8.550995516998228e-06,3.09578790620435e-05,2.175562985939905e-05,-1.5958008589223027e-05,6.370666960719973e-05
-1.3451205632009078e-05,2.6434441679157317e-05,2.5107550754910335e-05,-1.4051867765374482e-05,6.08940827078186e-05
-1.9771485312958248e-05,2.560679058660753e-05,2.9537768568843603e-05,-8.65603669808479e-06,6.016605402692221e-05
-2.247744305350352e-05,2.614906225062441e-05,2.857268373190891e-05,-4.705531409854302e-06,6.190613930812106e-05
-2.3123920982470736e-05,3.119764005532488e-05,2.413586298644077e-05,-1.888661927296198e-06,6.13380761933513e-05
-2.291353484906722e-05,3.6508812627289444e-05,1.8696404367801733e-05,7.984304488672933e-07,6.031864177202806e-05
-2.4133300030371174e-05,3.7209567381069064e-05,1.3497680811269674e-05,1.1834971473945188e-06,5.91318093938753e-05
-2.7953326934948564e-05,3.649015343398787e-05,1.0005825060943607e-05,-1.7986845932682627e-06,5.901825352339074e-05
-3.128241223748773e-05,3.740212196134962e-05,6.861649580969242e-06,-7.168022420955822e-06,6.123341881902888e-05
-3.0327726562973112e-05,3.746860602404922e-05,5.319587216945365e-06,-1.0718919838836882e-05,6.212297012098134e-05
-2.7816651709144935e-05,2.7725473046302795e-05,2.6546899789536837e-06,-6.782643140468281e-06,5.997709013172425e-05
-2.3628606868442148e-05,1.791590875654947e-05,-4.787456418853253e-06,2.5408095893908467e-07,5.7055196521105245e-05
-1.696409708529245e-05,1.8361442926106974e-05,-1.1963184988417197e-05,3.347109213791555e-06,5.922767013544217e-05
-1.5767594959470443e-05,1.9190447346773e-05,-1.2731185051961802e-05,2.028661583608482e-06,6.33365852991119e-05
-1.7077310985769145e-05,1.4795801689615473e-05,-8.77287493494805e-06,7.34749619368813e-07,6.352229684125632e-05
-1.7833372112363577e-05,1.2043208698742092e-05,-5.8778027778316755e-06,2.7201429020351497e-06,5.884633355890401e-05
-1.8618138710735366e-05,1.4128387192613445e-05,-9.88562260317849e-06,4.227600129524944e-06,5.57177554583177e-05
-2.1737007045885548e-05,1.7473534171585925e-05,-2.018088343902491e-05,3.042895968974335e-06,5.537181641557254e-05
